idx,id,text
295,,Gusts of 60 to 80 miles per hour (97 to 129 km / h) downed hundreds of trees and many power lines on Long Island.
296,,In 2015 the song was voted by the British public as the nation's 12th favourite 1980s number one in a poll for ITV.
297,,"For some of the beats on the songs, Timbaland finished work on ones already present in the studio that were half-developed or just"" nucleuses""; the rest were completely reworked."
298,,The anime's title was inspired by the principle purpose of the Nameless: to suffer in battle for the goals of others.
299,,Jordan later described this shot as the major turning point in his basketball career.
300,,"He was also part of the Allied counter-push, taking part in the Second Battle of El Alamein and the advance on Axis-held Tripoli."
301,,"In 1991, Jordan purchased a lot in Highland Park, Illinois, to build a 56,000 square foot mansion, which was completed four years later."
302,,"He became the only player other than Wilt Chamberlain to score 3,000 points in a season, averaging a league high 37.1 points on 48.2 % shooting."
303,,"The primary cave, numbered as Cave 1, is about 1.5 km (0.93 mi) up a hillside, facing the ocean."
304,,"The fruitbodies (ascocarps) of Geopyxis carbonaris are cup shaped, 1 – 2 cm wide, and have fringed whitish margins."
305,,"Classes were held in Belorussian, Lithuanian and Ukrainian, with a new pro-Soviet curriculum."
306,,"James said it was clear to see that"" the lines of friendship could be blurring into something more"" for the pair."
307,,"York achieved their first win since the opening day of the season after beating Portsmouth 4 – 2 at home, with Fletcher (2), Montrose and Jarvis scoring."
308,,The 2011 – 12 Columbus Blue Jackets season was the team's 12th season in the National Hockey League (NHL).
309,,"Once the kerosene was exhausted, the water followed, streaming out his mouth in a long flow from up to six feet away, extinguishing the fire."
310,,"At the same time, elements within Gallian Army Command move to erase the Nameless in order to protect their own interests."
311,,"Jordan received a three-minute standing ovation from his teammates, his opponents, the officials and the crowd of 21,257 fans."
312,,"The rays open and close in response to levels of moisture in the environment, opening up in high humidity, and closing when the air is dry."
313,,The front (west side) of the garage is made of the same mosaic gray brick that was used for the construction of the church and the rectory.
314,,"Gilmore considered the tooth nondiagnostic but transferred it to a new species, Dryptosaurus medius."
315,,"To the south-east of the Great Cave is the second excavation, which faces east-northeast."
316,,"The plain maskray generally hunts at the surface of the bottom substrate, rather than digging for prey."
317,,"The film was then released in other distribution zones such as Delhi, Uttar Pradesh, Bengal, and Hyderabad on 11 October 1975."
318,,The fleet remained in captivity during the negotiations that ultimately produced the Treaty of Versailles.
319,,"Lord Collins of Mapesbury said that the police presence had a"" chilling effect"" on people who were protesting lawfully."
320,,"The gold dollar continued to be produced in the late 1850s, though mintages declined from the figures of two million or more each year between 1850 and 1854."
321,,"Many electron-withdrawing groups have been shown compatible with the reaction including ketones, esters, and amides (the example below involves a Weinreb amide)."
322,,"A few deities, such as Osiris, Ptah, and Min, have a"" mummiform"" appearance, with their limbs tightly swathed in cloth."
323,,"The Cessna 172, developed from the late 1940s Cessna 170, was introduced in 1956, and became the world's best selling single-engine aeroplane."
324,,"Ruler 8 erected a number of sculptures of bound prisoners of war and adopted the title aj b'olon b'aak,"" He of Many Captives""."
325,,Dwight Schrute (Rainn Wilson) receives his black belt in karate from his new sensei (Michael Imperioli).
326,,Antimony pentasulfide is non-stoichiometric and features antimony in the + 3 oxidation state and S-S bonds.
327,,"In 1926 the Western Hockey League, the other top professional hockey league, was in decline."
328,,"One of the teams, the All-Montreal Hockey Club, hired Ross as a playing-manager, but the league only lasted to mid-January 1910 before disbanding."
329,,"The larger group of caves, which consists of five caves on the western hill of the island, is well known for its Hindu sculptures."
330,,"In Canada, where the original recording of"" West End Girls"" had already been a minor hit in 1985, the re-recorded version was issued as a single in early 1986."
331,,"The album is a follow-up to her first greatest hits album, Greatest Hits – Chapter One, and its companion extended play, The Smoakstack Sessions Vol. 2."
332,,"Instead, these were sent to the initial Confederate capital of Montgomery, Alabama, though what was done with them there, and their ultimate fate, are unknown."
333,,"The Bulls finished 50 – 32, and made it out of the first round of the playoffs for the first time in Jordan's career, as they defeated the Cleveland Cavaliers in five games."
334,,"A god could be called the ba of another, or two or more deities could be joined into one god with a combined name and iconography."
335,,"Deities often form male and female pairs, reflecting the importance of procreation in Egyptian religious thought."
336,,"Temples, where the state rituals were carried out, were filled with images of the gods."
337,,"GA aircraft are being subject to significant increases in charges, including the imposition of handling fees in some cases."
338,,"York drew 3 – 3 away to Bristol Rovers to earn a first round replay in the FA Cup, taking the lead through Jarvis before Eliot Richards equalised for the home team."
339,,Four stages of progressive development have occurred since it was first established.
340,,"Navarro, whom both Orozco and Villa wanted executed for his previous killing of rebel POWs."
341,,Criteria changes for the 1988 and 1989 ceremonies resulted in the Best Concept Music Video award being presented alongside the award for Best Performance Music Video.
342,,Twenty-five museums and a host of other institutions were destroyed during the war.
343,,"Jordan had recovered completely by the 1986 – 87 season, and had one of the most prolific scoring seasons in NBA history."
344,,"In March 1995, Jordan decided to quit baseball due to the ongoing Major League Baseball strike, as he wanted to avoid becoming a potential replacement player."
345,,"Over time, the critical reception to Sholay greatly improved; it is now considered a classic, and among the greatest Hindi-language films."
346,,"Ross' design had bevel edges, which prevented it bouncing too much, and used synthetic rubber, rather than the natural rubber previously in vogue."
347,,"It too is inhabited by deities, some hostile and some beneficial to the other gods and their orderly world."
348,,Larger rays consume a greater variety of prey and relatively more polychaete worms when compared to smaller rays.
349,,This simultaneously pushes the fruit body above ground to reveal a round spore case enclosed in a thin papery endoperidium.
350,,The show itself won the 2007 Emmy for Outstanding Comedy Series (and did so again for two subsequent years).
351,,Students at the underground schools were often also members of the Polish resistance.
352,,"Property damage was widespread and many trees, signs, and billboards were blown down."
353,,"During the 2015 offseason, the Tigers declined the $ 10 million club option for Nathan for the 2016 season, and exercised a $ 1 million buyout."
354,,"Rulers in the late New Kingdom promoted a particularly important group of three gods above all others: Amun, Ra, and Ptah."
355,,"In maturity, the mushroom displays the characteristic earthstar shape that is a result of the outer layer of fruit body tissue splitting open in a star-like manner."
356,,The Palace of the Underworld is entered via three step-vaulted arches on the eastern side of the second terrace of the Acropolis.
357,,"During the operation, the British submarine J1 torpedoed both Grosser Kurfürst and Kronprinz and caused moderate damage."
358,,"Efforts focus on assuring appropriate standards of airworthiness, pilot qualification, the rules for the movement of aircraft, and equipment to be carried."
359,,"As silver coins vanished, the gold dollar became the only federal coin in circulation between the cent and the quarter eagle ($ 2.50 piece)."
360,,"Despite Jordan's success, Magic Johnson won the league's Most Valuable Player Award."
361,,"Furtado said she preferred the louder volume that process gave to the album because she wanted it to sound like her demo tapes, which she prefers to her finished albums."
362,,Fernandez has participated in several concert tours and televised award ceremonies.
363,,"The small, goblet-shaped fruitbodies of the fungus are reddish-brown with a whitish fringe and measure up to 2 cm (0.8 in) across."
364,,"Above this temperature and in ambient light, this metastable allotrope transforms into the more stable black allotrope."
365,,"In the United States, West End Girls debuted on the Billboard Hot 100 at number 71, reaching the number one position on 10 May 1986, and remained on the chart for 20 weeks."
366,,"After the game's completion, additional episodes are unlocked, some of them having a higher difficulty than those found in the rest of the game."
367,,"As a response to Madero's proclamation, violent clashes began throughout Mexico in November 1910."
368,,"But gunners aboard Grosser Kurfürst correctly identified the vessels as hostile and opened fire while turning away to avoid torpedoes, which prompted Markgraf to follow suit."
369,,"A new league, the Canadian Hockey Association (CHA), was formed in late November 1909."
370,,"He divided opinion among those who knew him, with some loving and others despising him, and during his lifetime he was often criticised on both scholarly and moral grounds."
371,,The species was first described by Christiaan Hendrik Persoon in 1801 as Geastrum hygrometricus.
372,,His most significant injury was a herniated disc in his neck that doctors initially feared would end his career.
373,,"There, he was immediately placed in command of an artillery battery, replacing a major who had been poisoned by mustard gas."
374,,"Business aviation has shown strong growth, although the numbers of aircraft on the UK register have declined."
375,,It is uncertain as to how long data collected by the unit is to be kept but GMP currently anticipate it will be stored for 5 years.
376,,"In October 1985, the new version was released, reaching number one in the United Kingdom and the United States in 1986."
377,,"Markets for these flame-retardant applications include children's clothing, toys, aircraft and automobile seat covers."
378,,"The team's nickname went perfectly with the original colours of brown and yellow, which were the same colours of Adams' grocery chain, First National Stores."
379,,"The ancient words for antimony mostly have, as their chief meaning, kohl, the sulfide of antimony."
380,,The Gambia also has an under-19 team that was to play in the African Women's U-19 Championship in 2002.
381,,"This, coupled with the fact that both leaders were ignored by Madero in his political appointments, outraged and estranged them from him."
382,,"These remains had been known as Saurophagus, but that name was already in use, leading Chure to propose a substitute."
383,,Jorge Alí Triana and his daughter Veronica Triana wrote a theatrical adaptation in 2003.
384,,"Sir Robert Eric Mortimer Wheeler CH, CIE, MC, TD, FSA, FRS, FBA (10 September 1890 – 22 July 1976) was a British archaeologist and officer in the British Army."
385,,"Beside the fourteen large windows in the nave, there are 25 stained-glass windows in the church, depicting saints and symbols of the Catholic Church."
386,,Merengue is a style of music created by Ñico Lora in the 1920s and actively promoted by Trujillo himself; it is now considered the country's national music.
387,,"By 1868, front and rear porches had been added to the building, as well as interior walls and stairs, some of which remain today, including the central staircase."
388,,"These newcomers equated the Egyptian gods with their own, as part of the Greco-Roman tradition of interpretatio graeca."
389,,"Symons added that there is"" still a long way to go"" with the arrangement, but thereafter she was supportive and offered constructive help to Nicole."
390,,"Allosaurus meriani was described in 1870 by Greppin as a species of Megalosaurus, based on a tooth from the Late Jurassic of Switzerland."
391,,"French losses eventually totalled 25 men killed and 60 wounded, Strachan suffering just six killed and 11 wounded in return."
392,,"He was the founder, songwriter, vocalist, and guitarist in extreme metal band Strapping Young Lad from 1994 to 2007 and has an extensive career as a solo artist."
393,,"However Geoff continued to support Nicole as he realised that"" a lot of people she was closest to have deserted her""."
394,,"In the Treaty of Saint-Germain-en-Laye, the transfer was not recognized; instead, Zrínyi was given to Italy and broken up for scrap."
395,,It had been demonstrated earlier in laboratory experiments that the fungus has a biotrophic interaction with lodgepole pine (Pinus contorta).
396,,"Primary schooling was to last for seven years, but the classes in the final two years of the program were to be limited to meeting one day per week."
397,,"Hitchcock began his Blues coaching career with a 6 – 1 – 2 record in his first nine games, while Columbus amassed a 6 – 13 – 3 record to start the season."
398,,"A. tendagurensis was named in 1925 by Werner Janensch for a partial shin (HM 67) found in the Kimmeridgian-age rocks of Tendaguru, in Mtwara, Tanzania."
399,,Creosaurus potens was named by Lull in 1911 for a vertebra from the Early Cretaceous of Maryland.
400,,He makes her believe she has accidentally stepped on a needle and she has tests for HIV.
401,,"The brigade was then stationed in Belgium, where it had been engaged in the Battle of Passchendaele against German troops along the Western Front."
402,,"Fey told The New Yorker,"" I'd had my eye on the show forever, the way other kids have their eye on Derek Jeter."" Originally, Fey"" struggled"" at SNL."
403,,"Piggott believed that Wheeler's greatest impact was as"" the great innovator in field techniques"", comparing him in this respect to Pitt-Rivers."
404,,"The ship was commissioned on 22 November and became the flagship of Flag Officer Josiah Tattnall, commander of the naval defenses of Georgia."
405,,"Moving to South Yarra, Victoria, he enlisted as a flying officer in the Royal Australian Air Force (RAAF) at Laverton on 14 August 1925."
406,,"The Pet Shop Boys then decided to re-record"" West End Girls"", and issue this new version as a single."
407,,"I say pleasure, because his answers were thoughtful and intelligent and he came across as a man who was delighted to be back home with his friends and family""."
408,,"Jordan then further surprised the sports world by signing a minor league baseball contract with the Chicago White Sox on February 7, 1994."
409,,"The crew for the left gun were killed, the turret was disabled, and the explosion caused serious damage to the upper deck."
410,,"Handing over command of Darwin to Group Captain Frederick Scherger in October, Eaton took charge of No. 2 Service Flying Training School near Wagga Wagga, New South Wales."
411,,"The Egyptian language's terms for these beings were nṯr,"" god"", and its feminine form nṯrt,"" goddess""."
412,,"Born in London, he joined the British Army upon the outbreak of World War I and saw action on the Western Front before transferring to the Royal Flying Corps in 1917."
413,,"Christmas cards were designed for The Girls' Friendly Society over a 20-year period, and the first three designs sold out a combined printing of 46,500 in 1923."
414,,"The Egyptians believed the gods needed temples to dwell in, as well as the periodic performance of rituals and presentation of offerings to nourish them."
415,,"Despite Morgan's publication, some authorities in the following decades continued to classify the species in Geastrum."
416,,"The corn crake is a medium-sized rail, 27 – 30 cm (11 – 12 in) long with a wingspan of 42 – 53 cm (17 – 21 in)."
417,,"The legs and five of the eight arms are broken, attributed to Portuguese vandalism."
418,,"He ranks third in NBA history in total steals with 2,514, trailing John Stockton and Jason Kidd."
419,,"Termed"" kitty bar the door"", it required three defenders to align themselves across the ice 30 feet in front of the goaltender to stop offensive rushes."
420,,"In the 1990 – 91 season, Jordan won his second MVP award after averaging 31.5 ppg on 53.9 % shooting, 6.0 rpg, and 5.5 apg for the regular season."
421,,"The populace may, for example, have mistaken the religion's symbolic statements about the gods and their actions for literal truth."
422,,"During his undergraduate studies, he became editor of the Union Magazine, for which he produced a number of illustrated cartoons."
423,,""" There's Got to Be a Way"" was written by Mariah Carey and Ric Wake for Carey's self-titled debut studio album (1990)."
424,,"School-owned aircraft account for a significant amount of GA activity, both in terms of hours flown and aircraft movements."
425,,"Mordecai Cubitt Cooke illustrated the fruitbodies, spores, and asci in his 1879 work Mycographia, seu Icones fungorum."
426,,"He quickly emerged as a league star, entertaining crowds with his prolific scoring."
427,,"Taweret became a goddess in Minoan Crete, and Amun's oracle at Siwa Oasis was known to and consulted by people across the Mediterranean region."
428,,"The video cuts to a closeup of Tennant singing the chorus, with a purple neon sign passing across his face."
429,,"In the end however, Díaz dismissed the advice from his generals as"" Custer-like bluster"" and chose to seek peace with the moderate wing of the revolution."
430,,"In North America, associations with oak and pine are usual, while in India, it has been noted to grow commonly with chir pine (Pinus roxburghii) and sal (Shorea robusta)."
431,,"Stralman and Lepisto were not given qualifying offers which made them unrestricted free agents, and both signed with other teams."
432,,"Subsequent to Gilii's death in 1821, the observatory on the tower was discontinued and the instruments were moved to the observatory at the Roman College."
433,,"Ross became coach of the Wanderers, but a fire on January 2, 1918, destroyed their home, the Montreal Arena, and forced them to fold after four games."
434,,"In southern New Hampshire, a line of thunderstorms produced torrential rainfall, causing flooding on parts of New Hampshire Route 13."
435,,Shiva is seated in padmasana yogic posture (cross legged) on a lotus carried by two Nāgas.
436,,"As built, Vasco da Gama was armed with a main battery of two 10.2 in (260 mm) guns, placed in individual barbettes side by side amidships."
437,,"Passed over in the Entry Draft, Cullen was finally selected by the Buffalo Sabres in the 1986 NHL Supplemental Draft."
438,,"This allows them to fly in UK airspace subject to certain limitations, for example being restricted to day-time flights under visual flight rules only."
439,,Wheeler was inspired by the moors surrounding Saltaire and fascinated by the area's archaeology.
440,,"Since double sounds were often abbreviated in hieroglyphic texts, Popo may represent the original name of the city."
441,,"In 1906, his first season, he scored six goals in seven games while he recorded six goals in ten games in 1907."
442,,"With these players the Bruins finished first in the league in 1937 – 38; Ross was named as the second best coach in the league, selected for the end of season All-Star Second Team."
443,,"The capillitia (masses of thread-like sterile fibers dispersed among the spores) are branched, 3.5 – 6.5 µm in diameter, and hyaline (translucent)."
444,,"The wolf reminds the husbandman of his earlier declaration, to which he replies that a man may say things that do not mean anything."
445,,"Deities were also believed to give commands, instructing the king in the governance of his realm and regulating the management of their temples."
446,,"On 15 November 2010, the hosts of the Fitwatch blog were asked by the Police National E-Crime Unit to take down the website due to it"" being used to undertake criminal activities""."
447,,"The UK planning system is designed to focus on local issues, and consideration of the national impact of GA operations is not within its remit."
448,,"Additionally, RIDOT laid the highway out so that Route 4 would cross through wetlands in the area."
449,,"Gabbar Singh, the film's antagonist, was well received by the audience, despite his pervasive sadistic cruelty."
450,,"Eaton was sent to India in December to undertake aerial survey work, including the first such survey of the Himalayas."
451,,Each gun port was protected by an armored shutter made of two layers of iron riveted together and allowed the guns to elevate only to a maximum of + 5 to + 7 °.
452,,"Although the episode received generally favorable reviews, it finished third in its timeslot."
453,,"In the early 2013, Fernandez became the ambassador for HTC One, which she endorses in India."
454,,Brackets around club names denote the player's contract with that club had expired before he joined York.
455,,"During this period, two more 15-inch shells hit Markgraf, though the timing is unknown."
456,,It was then revealed that Nicole would struggle to switch off her mothering instinct after giving George away.
457,,"Schooled in Wandsworth, Charles worked in Battersea Town Council from the age of fourteen, before joining the London Regiment upon the outbreak of World War I in August 1914."
458,,The real-life Soorma eventually threatened to press charges when people who had viewed the film began referring to him as a woodcutter.
459,,Thai Mobile had accumulated significant losses and the company was not able to make its debt payments or supplier payments.
460,,"At the top of the steps is a hand-carved white wood communion rail, decorated with miniature onyx columns and topped with marble."
461,,"Earlier the same day, there was also a match between the two clubs' supporters in Topsham, Devon, to raise funds for his foundation."
462,,The reactor subsystems were tested at the Machinery Test Center in Visakhapatnam.
463,,"Although he had never been to the country, he agreed that he would take the job on the condition that he be permitted to take part in the invasion of Italy first."
464,,"Following the death of her sister in 1954, Barker began designs for a stained glass memorial window depicting Christ preparing to wash the feet of his disciples."
465,,"Franjo Klein, a Vienna-born Zagreb architect, was commissioned to build the synagogue."
466,,"In 2002, the romantic comedy-drama Punch-Drunk Love, Anderson's fourth feature, was released to generally favorable reviews."
467,,"Fey is known for her deadpan humor and delivery; her"" sardonic wit"" has become a trademark of hers, upon which several critics have commented in their reviews of Fey's work."
468,,"They chased through woodland by a murderer, Derrick who tries to kill them both."
469,,Fans were upset with the Blue Jackets' management and were calling for changes at the top.
470,,"A prison set was constructed near Rajkamal Studio in Mumbai, also outdoors, to match the natural lighting of the on-location sets."
471,,"It eventually moved back out to sea while south of Norfolk, Virginia, departing the region on 24 August."
472,,"Hathor, as a fertility goddess, could act as mother to any child god, including the child form of the sun god, although in other circumstances she was the sun god's daughter."
473,,"Ross did not play for the Thistles when the two teams played for the Cup again in March, which the Wanderers won to take back the Cup."
474,,Stanĕk in 1958; it was later (1976) published as a distinct species — A. koreanus — by Hanns Kreisel.
475,,"He started off the season strong, allowing no runs in 20 appearances and earning 14 saves from April 15 to June 4."
476,,"She was named one of People magazine's 50 Most Beautiful People in 2003, and one of People magazine's 100 Most Beautiful People in 2007, 2008, and 2009."
477,,"By mid-1862, all federal coins, even the base metal cent, had vanished from commerce in much of the country."
478,,The character Gabbar Singh was modelled on a real-life dacoit of the same name who had menaced the villages around Gwalior in the 1950s.
479,,"As an example, William van der Heide has compared a massacre scene in Sholay with a similar scene in Once Upon a Time in the West."
480,,"Townsend lists Paul Horn and Ravi Shankar as the"" two most important musicians in his life""."
481,,"During the promotion of Loose, Furtado performed at major music festivals and award shows."
482,,"On January 13, 2013, Fey hosted the 70th Golden Globe Awards with her long-time friend and fellow comedian, Amy Poehler, to critical acclaim."
483,,"One of the tracks Mendez helped to create is"" Te Busqué"", which is co-written by and features Juanes, who collaborated with Furtado on his 2002 song"" Fotografía""."
484,,They were developed under the US $ 2.9 billion Advanced Technology Vessel (ATV) project to design and build nuclear-powered submarines.
485,,"There are two circular window openings in the attic, one facing west and the other south."
486,,"The high winds caused widespread power outages, affecting up to 130,000 electric customers."
487,,"The police officers wear full uniform, and are intended to be a highly visible presence."
488,,"Monument 101 has the last Long Count date from any Maya monument, it marks the K'atun ending of AD 909."
489,,It was the first time in franchise history the Blue Jackets finished in 30th place.
490,,He has posthumously been featured on a Flybe airliner livery and tourist currency in Exeter.
491,,"Nevertheless, at the time of his death in 1937, Julian commented that Ali had"" earned big money in America — $ 1,000 a week sometimes."
492,,"The attack on Ancona was an immense success, and the ships were unopposed during the operation."
493,,"On April 5, 2011, Fey's autobiography, Bossypants, was released to a positive review from The New York Times."
494,,"Anderson received critical and commercial success for his film Boogie Nights (1997), set during the Golden Age of Porn in the 1970s and 1980s."
495,,"In 1873, the building was renamed Little Rock Barracks and used as a barracks for married officers and their families."
496,,"The Arkansas Gazette referred to the structure as"" A splendid specimen of masonry""."
497,,"She appeared as a guest judge on the November 25, 2007 episode of the Food Network program Iron Chef America."
498,,"The second was Rome Beyond the Imperial Frontier, discussing evidence for Roman activity at sites like Arikamedu and Segontium."
499,,"During the 1980s and 1990s, RIDOT announced plans to eliminate the three traffic lights along the southern end of the highway."
500,,"In 2000, construction began on the Quonset Freeway, a relocated Route 403 that serves the Quonset Business Park from Route 4."
501,,"After swallowing large amounts of water, 60 to 100 glasses at a time, he spouted the water in a continuous stream for a sustained period of time, sometimes approaching one minute."
502,,"A general action followed, with Strachan succeeding in forcing the French ship to surrender within twenty minutes and both sides suffering damage and casualties."
503,,"A month later, on May 14, the Blue Jackets announced that Richards would remain as head coach and signed him to a two-year contract."
504,,"The project, which ultimately went over budget at $ 24 million (equivalent to $ 52 million in 2016)), was financed from a $ 63 million federal grant."
505,,"The project's concept includes a different"" theme"" and a different group of musicians on each album."
506,,"Of the coins struck at the branch mints in 1849, only pieces struck at Charlotte (1849-C) exist in multiple varieties; most are of what is dubbed the"" Closed Wreath"" variety."
507,,"He averaged a Finals-record 41.0 ppg during the six-game series, and became the first player in NBA history to win three straight Finals MVP awards."
508,,"It met with positive sales in Japan, and was praised by both Japanese and western critics."
509,,"We have some really cool albums, but I don't think we'll ever do that again."" King was equally unsure, commenting,"" Probably not."
510,,"She first performed"" Underneath the Tree"" on the The Today Show on November 26, 2013."
511,,All of the surviving megalithic tombs from the Early Neolithic period have suffered from neglect and the ravages of agriculture.
512,,"Loose reached number one on the European Top 100 Albums chart in early 2007, spending ten non-consecutive weeks at number one."
513,,"This difference disappears as maturity is reached, when plants resemble closely the fructification of any other member of the genus."
514,,"In September 2010, a teaser website was revealed by Sega, hinting at a new Valkyria Chronicles game."
515,,"In Britain, the Admiralty approved of Cornwallis' actions, suggesting that the French were deliberately using the guise of trade to support Mysore against Britain."
516,,"Born in Germany in 1874, Nachtigall had immigrated to the United States with his family in 1883."
517,,"Toniná had a particularly active Early Classic presence, although the Early Classic remains lie entirely buried under later construction."
518,,"For these reasons, scholars disagree about how genuinely most Egyptians believed the king to be a god."
519,,"The threads of the capillitia arise from the inner surface of the peridium, and are thick-walled, long, interwoven, and branched, measuring 3 – 5.5 µm thick."
520,,"In the novel's final chapters, the three storylines intersect with increasing frequency."
521,,"There they inhabited the cult images, the statues that depicted deities and allowed humans to interact with them in temple rituals."
522,,In the ensuing short engagement Markgraf hit the cruiser Calliope five times with her secondary guns.
523,,"In response, Patterson had Mint Second Engraver Christian Gobrecht break off work on the new design for the silver one-dollar coin and work on a pattern for the gold dollar."
524,,"The instrumentation facilitated recording of occurrences of eclipse, appearance of comets, Satellites of Jupiter and Mercury ’ s transit."
525,,"Townsend referred the music of the album to be"" closest to his heart"" at this point of his life, and that it is an important and satisfying project he doesn't want to rush."
526,,"Fearing his conviction will falter a second time, he decides he cannot simply quit, but get fired."
527,,"Votive offerings and personal names, many of which are theophoric, suggest that commoners felt some connection between themselves and their gods."
528,,"On 26 April 2008, Stansfield scored in Exeter's 4 – 4 draw at Burton Albion which qualified them for that season's play-offs."
529,,"In 1988, the missing link in Route 4 between exits 5 and 6 was completed and opened."
530,,"Under the Greek Ptolemaic Dynasty and then Roman rule, Greeks and Romans introduced their own deities to Egypt."
531,,More than 80 % of these losses were the direct result of purges rather than wartime conflict.
532,,"The remaining first right arm is held across the breast and touches the left side, the second right hand that is seen damaged with an out-flaying pose is broken at the elbow."
533,,Stansfield earned five caps and scored one goal for the England national semi-professional team.
534,,"If the ylide carbon is substituted with an aryl or allyl group, the reagent is referred to as a semi-stabilized ylide."
535,,"Parachuting is governed by the British Parachute Association, although the aircraft used in this activity are generally CAA-regulated."
536,,"In 2010, Fernandez appeared opposite Deshmukh in the science fiction romantic comedy Jaane Kahan Se Aayi Hai."
537,,The perception that there were two common Allosaurus species in the Morrison Formation was popularized in Gregory S.
538,,"After the 2011 season, Nathan left the Twins via free agency to sign with the Texas Rangers, becoming an All-Star again in 2012 and 2013."
539,,"Pettit replied, stating that none had been preserved, but enclosed a silver piece of equivalent size."
540,,"Wearing civilian clothes, he and his companion were arrested and held for three days by local authorities in Koepang, Dutch Timor."
541,,"The 73 metres (240 ft) tower was then built above the museum and library, flanked by the Belvedere and della Pigna courtyards."
542,,"Most Polish schools were closed, and those that remained open saw their curricula altered significantly."
543,,The plan was intended to replicate the success of the raid conducted one year earlier.
544,,"Underground Warsaw University educated 3,700 students, issuing 64 masters and 7 doctoral degrees."
545,,The extraction of antimony from ores depends on the quality of the ore and composition of the ore.
546,,They compiled reports on looted and destroyed works and provided artists and scholars with means to continue their work and their publications and to support their families.
547,,"Geoff, who has strong religious views, sleeps with Nicole as they cannot fight temptation."
548,,"On his initial inspection of the Indus Valley sites of Mohenjo-daro and Harappa, he organised a very brief excavation which revealed fortifications around both settlements."
549,,"In 2006, she was crowned the winner of the Miss Universe Sri Lanka pageant and represented Sri Lanka at the world Miss Universe 2006 pageant held in Los Angeles."
550,,"He was also a fixture on the NBA All-Defensive First Team, making the roster nine times (NBA record shared with Gary Payton, Kevin Garnett and Kobe Bryant)."
551,,She was selected by Barbara Walters as one of America's 10 Most Fascinating People of 2008.
552,,"Ross had moved to Brandon, Manitoba, in 1905 at the advice of his parents so he could get a job with a bank, with a salary of $ 600 per year."
553,,"He later undertook excavations of six megalithic tombs in Brahmagiri, Mysore, which enabled him to gain a chronology for the archaeology of much of southern India."
554,,"With this in mind, Ross named the team the Boston Bruins, after the Old English word for a bear."
555,,The area surrounding the Tower Building had been known as Arsenal Park when the first decommissioned and then later renamed City Park.
556,,"Saprang later clarified his remark, saying the Bangkok terrorism manual discovery had been made in the early 1990s."
557,,Geopyxis carbonaria is widespread on burned soil or charcoal in the spring and throughout the growing season.
558,,The charred litter on the forest floor increases the underlying soil pH as well as the availability of minerals.
559,,"Similarly, Aleksander Wat, initially sympathetic to communism, was arrested by the Soviet NKVD secret police and exiled to Kazakhstan."
560,,"At that time, the Route 4 designation was also applied to the Wickford arterial."
561,,"It was in the form of a circular marble plate in the centre, embellished with scientific designs."
562,,The ship's primary armament consisted of four 30.5 cm (12 in) 45-caliber guns in two twin gun turrets.
563,,"Alan Sepinwall of HitFix gave the episode a slightly more mixed review writing that"" the non-Andy parts of"" Livin' the Dream"" were fairly interesting""."
564,,"Light forces were sent to recover the vessels, and III Squadron, which was in the North Sea en route to Wilhelmshaven, was ordered to cover them."
565,,"After finishing the album, Townsend stated the project was"" punishing"" and an"" absolute nightmare to complete"" due to amount of material against tight schedules."
566,,"He helped the team to finish first in the ECAHA and retain the Cup in 1908 with challenges from Ottawa, Winnipeg and Toronto."
567,,The underside is plain white and the ventral fin fold is light grayish in color.
568,,Kings' General Manager Dean Lombardi stated that the clock was correct and no extra time had been added due to the way the clock self-corrects at various times.
569,,Clips of Carey leaning against a wall and sitting on some steps looking on at what is happening are shown.
570,,"On March 26, 1931, Ross substituted a sixth skater for goaltender Tiny Thompson in the final minute of play in a playoff game against the Montreal Canadiens."
571,,"He appreciated the drama coming from Angela's desperation, despite disagreeing with the logic in the situation."
572,,"At its broader, eastern end, where the chamber is located, the monument measures 15 metres (50 feet), while at the narrower, western end, it is 12 metres (40 feet) in breadth."
573,,"During World War II she supported Soviet troops during the Siege of Odessa, Siege of Sevastopol, and the Kerch-Feodosiya Operation in the winter of 1941 — 42."
574,,"It was directed by regular Office director Jeffrey Blitz, who last directed season eight's"" Gettysburg""."
575,,"She introduced stories of women and girls from around the world, and also shared memories of her own girlhood and mother."
576,,"Gobrecht's design featured a Liberty cap surrounded by rays on one side, and a palm branch arranged in a circle with the denomination, date, and name of the country on the other."
577,,"Crawford, resigned from the Society in protest, deeming Wheeler to have been a far more appropriate candidate for the position."
578,,"At the 2003 All-Star Game, Jordan was offered a starting spot from Tracy McGrady and Allen Iverson, but refused both."
579,,"In 2015, Fernandez featured in Vicky Singh's Roy, a romantic thriller, which critic Sarita A."
580,,"Even before 1848, record amounts of gold were flowing to American mints to be struck into coin, but the California Gold Rush vastly increased these quantities."
581,,"In the 1880s, the federal government began closing many small arsenals around the country in favor of smaller ones built near railroads for quick deployment."
582,,"A property adjoining the new school site was bought, and the house standing upon it converted to a convent for the nuns staffing the school."
583,,A foundation in his name was posthumously set up by his family to provide sporting opportunities and raise awareness of colorectal cancer.
584,,"The two would collaborate again on"" Te Busqué"" ("" I searched for you""), the single from Furtado's album Loose."
